,hall,floor,row,col
1140,OH,2F,04,16
1141,OH,2F,04,17
1142,OH,2F,04,18
1143,OH,2F,04,19
1144,OH,2F,04,20
1145,OH,2F,04,21
1146,OH,2F,04,22
1147,OH,2F,04,23
1148,OH,2F,04,24
1149,OH,2F,04,25
1150,OH,2F,04,26
1151,OH,2F,04,27
1152,OH,2F,04,28
1153,OH,2F,04,29
1154,OH,2F,04,30
1155,OH,2F,04,31
1156,OH,2F,04,32
1157,OH,2F,04,33
1158,OH,2F,04,34
1159,OH,2F,04,35
1160,OH,2F,04,36
1161,OH,2F,04,37
1162,OH,2F,04,38
1163,OH,2F,04,39
1164,OH,2F,04,40
1165,OH,2F,04,41
1166,OH,2F,04,42
1167,OH,2F,04,43
1168,OH,2F,04,44
1169,OH,2F,04,45
1170,OH,2F,04,46
1171,OH,2F,04,47
1172,OH,2F,04,48
1173,OH,2F,05,01
1174,OH,2F,05,02
1175,OH,2F,05,03
1176,OH,2F,05,04
1177,OH,2F,05,05
1178,OH,2F,05,06
1179,OH,2F,05,07
1180,OH,2F,05,08
1181,OH,2F,05,09
1182,OH,2F,05,10
1183,OH,2F,05,11
1184,OH,2F,05,12
1185,OH,2F,05,13
1186,OH,2F,05,14
1187,OH,2F,05,15
1188,OH,2F,05,16
1189,OH,2F,05,17
1190,OH,2F,05,18
1191,OH,2F,05,19
1192,OH,2F,05,20
1193,OH,2F,05,21
1194,OH,2F,05,22
1195,OH,2F,05,23
1196,OH,2F,05,24
1197,OH,2F,05,25
1198,OH,2F,05,26
1199,OH,2F,05,27
1200,OH,2F,05,28
1201,OH,2F,05,29
1202,OH,2F,05,30
1203,OH,2F,05,31
1204,OH,2F,05,32
1205,OH,2F,05,33
1206,OH,2F,05,34
1207,OH,2F,05,35
1208,OH,2F,05,36
1209,OH,2F,05,37
1210,OH,2F,05,38
1211,OH,2F,05,39
1212,OH,2F,05,40
1213,OH,2F,05,41
1214,OH,2F,05,42
1215,OH,2F,05,43
1216,OH,2F,05,44
1217,OH,2F,05,45
1218,OH,2F,05,46
1219,OH,2F,05,47
1220,OH,2F,05,48
1221,OH,3F,L1,01
1222,OH,3F,L1,02
1223,OH,3F,L1,03
1224,OH,3F,L1,04
1225,OH,3F,L1,05
1226,OH,3F,L1,06
1227,OH,3F,L1,07
1228,OH,3F,L1,08
1229,OH,3F,L1,09
1230,OH,3F,L2,04
1231,OH,3F,L2,05
1232,OH,3F,L3,04
1233,OH,3F,L3,05
1234,OH,3F,L4,03
1235,OH,3F,L4,04
1236,OH,3F,L4,05
1237,OH,3F,L5,03
1238,OH,3F,L5,04
1239,OH,3F,L5,05
1240,OH,3F,L6,02
1241,OH,3F,L6,03
1242,OH,3F,L6,04
1243,OH,3F,L6,05
1244,OH,3F,L7,02
1245,OH,3F,L7,03
1246,OH,3F,L7,04
1247,OH,3F,L7,05
1248,OH,3F,L8,01
1249,OH,3F,L8,02
1250,OH,3F,L8,03
1251,OH,3F,L8,04
1252,OH,3F,L8,05
1253,OH,3F,L9,01
1254,OH,3F,L9,02
1255,OH,3F,L9,03
1256,OH,3F,L9,04
1257,OH,3F,L9,05
1258,OH,3F,L10,01
1259,OH,3F,L10,02
1260,OH,3F,L10,03
1261,OH,3F,L10,04
1262,OH,3F,L10,05
1263,OH,3F,R1,01
1264,OH,3F,R1,02
1265,OH,3F,R1,03
1266,OH,3F,R1,04
1267,OH,3F,R1,05
1268,OH,3F,R1,06
1269,OH,3F,R1,07
1270,OH,3F,R1,08
1271,OH,3F,R1,09
1272,OH,3F,R2,01
1273,OH,3F,R2,02
1274,OH,3F,R3,01
1275,OH,3F,R3,02
1276,OH,3F,R4,01
1277,OH,3F,R4,02
1278,OH,3F,R4,03
1279,OH,3F,R5,01
1280,OH,3F,R5,02
1281,OH,3F,R5,03
1282,OH,3F,R6,01
1283,OH,3F,R6,02
1284,OH,3F,R6,03
1285,OH,3F,R6,04
1286,OH,3F,R7,01
1287,OH,3F,R7,02
1288,OH,3F,R7,03
1289,OH,3F,R7,04
1290,OH,3F,R8,01
1291,OH,3F,R8,02
1292,OH,3F,R8,03
1293,OH,3F,R8,04
1294,OH,3F,R8,05
1295,OH,3F,R9,01
1296,OH,3F,R9,02
1297,OH,3F,R9,03
1298,OH,3F,R9,04
1299,OH,3F,R9,05
1300,OH,3F,R10,01
1301,OH,3F,R10,02
1302,OH,3F,R10,03
1303,OH,3F,R10,04
1304,OH,3F,R10,05
1305,OH,3F,01,01
1306,OH,3F,01,02
1307,OH,3F,01,03
1308,OH,3F,01,04
1309,OH,3F,01,05
1310,OH,3F,01,06
1311,OH,3F,01,07
1312,OH,3F,01,08
1313,OH,3F,01,09
1314,OH,3F,01,10
1315,OH,3F,01,11
1316,OH,3F,01,12
1317,OH,3F,01,13
1318,OH,3F,01,14
1319,OH,3F,01,15
1320,OH,3F,01,16
1321,OH,3F,01,17
1322,OH,3F,01,18
1323,OH,3F,01,19
1324,OH,3F,01,20
1325,OH,3F,01,21
1326,OH,3F,01,22
1327,OH,3F,01,23
1328,OH,3F,01,24
1329,OH,3F,01,25
1330,OH,3F,01,26
1331,OH,3F,01,27
1332,OH,3F,01,28
1333,OH,3F,01,29
1334,OH,3F,01,30
1335,OH,3F,01,31
1336,OH,3F,01,32
1337,OH,3F,01,33
1338,OH,3F,01,34
1339,OH,3F,01,35
1340,OH,3F,01,36
1341,OH,3F,01,37
1342,OH,3F,01,38
1343,OH,3F,01,39
1344,OH,3F,01,40
1345,OH,3F,01,41
1346,OH,3F,01,42
1347,OH,3F,01,43
1348,OH,3F,01,44
1349,OH,3F,01,45
1350,OH,3F,01,46
1351,OH,3F,01,47
1352,OH,3F,01,48
1353,OH,3F,01,49
1354,OH,3F,01,50
1355,OH,3F,01,51
1356,OH,3F,01,52
1357,OH,3F,02,01
1358,OH,3F,02,02
1359,OH,3F,02,03
1360,OH,3F,02,04
1361,OH,3F,02,05
1362,OH,3F,02,06
1363,OH,3F,02,07
1364,OH,3F,02,08
1365,OH,3F,02,09
1366,OH,3F,02,10
1367,OH,3F,02,11
1368,OH,3F,02,12
1369,OH,3F,02,13
1370,OH,3F,02,14
1371,OH,3F,02,15
1372,OH,3F,02,16
1373,OH,3F,02,17
1374,OH,3F,02,18
1375,OH,3F,02,19
1376,OH,3F,02,20
1377,OH,3F,02,21
1378,OH,3F,02,22
1379,OH,3F,02,23
1380,OH,3F,02,24
1381,OH,3F,02,25
1382,OH,3F,02,26
1383,OH,3F,02,27
1384,OH,3F,02,28
1385,OH,3F,02,29
1386,OH,3F,02,30
1387,OH,3F,02,31
1388,OH,3F,02,32
1389,OH,3F,02,33
1390,OH,3F,02,34
1391,OH,3F,02,35
1392,OH,3F,02,36
1393,OH,3F,02,37
1394,OH,3F,02,38
1395,OH,3F,02,39
1396,OH,3F,02,40
1397,OH,3F,02,41
1398,OH,3F,02,42
1399,OH,3F,02,43
1400,OH,3F,02,44
1401,OH,3F,02,45
1402,OH,3F,02,46
1403,OH,3F,02,47
1404,OH,3F,02,48
1405,OH,3F,02,49
1406,OH,3F,02,50
1407,OH,3F,02,51
1408,OH,3F,02,52
1409,OH,3F,03,01
1410,OH,3F,03,02
1411,OH,3F,03,03
1412,OH,3F,03,04
1413,OH,3F,03,05
1414,OH,3F,03,06
1415,OH,3F,03,07
1416,OH,3F,03,08
1417,OH,3F,03,09
1418,OH,3F,03,10
1419,OH,3F,03,11
1420,OH,3F,03,12
1421,OH,3F,03,13
1422,OH,3F,03,14
1423,OH,3F,03,15
1424,OH,3F,03,16
1425,OH,3F,03,17
1426,OH,3F,03,18
1427,OH,3F,03,19
1428,OH,3F,03,20
1429,OH,3F,03,21
1430,OH,3F,03,22
1431,OH,3F,03,23
1432,OH,3F,03,24
1433,OH,3F,03,25
1434,OH,3F,03,26
1435,OH,3F,03,27
1436,OH,3F,03,28
1437,OH,3F,03,29
1438,OH,3F,03,30
1439,OH,3F,03,31
1440,OH,3F,03,32
1441,OH,3F,03,33
1442,OH,3F,03,34
1443,OH,3F,03,35
1444,OH,3F,03,36
1445,OH,3F,03,37
1446,OH,3F,03,38
1447,OH,3F,03,39
1448,OH,3F,03,40
1449,OH,3F,03,41
1450,OH,3F,03,42
1451,OH,3F,03,43
1452,OH,3F,03,44
1453,OH,3F,03,45
1454,OH,3F,03,46
1455,OH,3F,03,47
1456,OH,3F,03,48
1457,OH,3F,03,49
1458,OH,3F,03,50
1459,OH,3F,03,51
1460,OH,3F,03,52
1461,OH,3F,04,01
1462,OH,3F,04,02
1463,OH,3F,04,03
1464,OH,3F,04,04
1465,OH,3F,04,05
1466,OH,3F,04,06
1467,OH,3F,04,07
1468,OH,3F,04,08
1469,OH,3F,04,09
1470,OH,3F,04,10
1471,OH,3F,04,11
1472,OH,3F,04,12
1473,OH,3F,04,13
1474,OH,3F,04,14
1475,OH,3F,04,15
1476,OH,3F,04,16
1477,OH,3F,04,17
1478,OH,3F,04,18
1479,OH,3F,04,19
1480,OH,3F,04,20
1481,OH,3F,04,21
1482,OH,3F,04,22
1483,OH,3F,04,23
1484,OH,3F,04,24
1485,OH,3F,04,25
1486,OH,3F,04,26
1487,OH,3F,04,27
1488,OH,3F,04,28
1489,OH,3F,04,29
1490,OH,3F,04,30
1491,OH,3F,04,31
1492,OH,3F,04,32
1493,OH,3F,04,33
1494,OH,3F,04,34
1495,OH,3F,04,35
1496,OH,3F,04,36
1497,OH,3F,04,37
1498,OH,3F,04,38
1499,OH,3F,04,39
1500,OH,3F,04,40
1501,OH,3F,04,41
1502,OH,3F,04,42
1503,OH,3F,04,43
1504,OH,3F,04,44
1505,OH,3F,04,45
1506,OH,3F,04,46
1507,OH,3F,04,47
1508,OH,3F,04,48
1509,OH,3F,04,49
1510,OH,3F,04,50
1511,OH,3F,04,51
1512,OH,3F,04,52
1513,OH,4F,L1,01
1514,OH,4F,L1,02
1515,OH,4F,L1,03
1516,OH,4F,L1,04
1517,OH,4F,L1,05
1518,OH,4F,L1,06
1519,OH,4F,L1,07
1520,OH,4F,L1,08
1521,OH,4F,L1,09
1522,OH,4F,L1,10
1523,OH,4F,L1,11
1524,OH,4F,L2,04
1525,OH,4F,L2,05
1526,OH,4F,L3,03
1527,OH,4F,L3,04
1528,OH,4F,L3,05
1529,OH,4F,L4,03
1530,OH,4F,L4,04
1531,OH,4F,L4,05
1532,OH,4F,L5,02
1533,OH,4F,L5,03
1534,OH,4F,L5,04
1535,OH,4F,L5,05
1536,OH,4F,L6,02
1537,OH,4F,L6,03
1538,OH,4F,L6,04
1539,OH,4F,L6,05
1540,OH,4F,L7,01
1541,OH,4F,L7,02
1542,OH,4F,L7,03
1543,OH,4F,L7,04
1544,OH,4F,L7,05
1545,OH,4F,L8,01
1546,OH,4F,L8,02
1547,OH,4F,L8,03
1548,OH,4F,L8,04
1549,OH,4F,L8,05
1550,OH,4F,R1,01
1551,OH,4F,R1,02
1552,OH,4F,R1,03
1553,OH,4F,R1,04
1554,OH,4F,R1,05
1555,OH,4F,R1,06
1556,OH,4F,R1,07
1557,OH,4F,R1,08
1558,OH,4F,R1,09
1559,OH,4F,R1,10
1560,OH,4F,R1,11
1561,OH,4F,R2,01
1562,OH,4F,R2,02
1563,OH,4F,R3,01
1564,OH,4F,R3,02
1565,OH,4F,R3,03
1566,OH,4F,R4,01
1567,OH,4F,R4,02
1568,OH,4F,R4,03
1569,OH,4F,R5,01
1570,OH,4F,R5,02
1571,OH,4F,R5,03
1572,OH,4F,R5,04
1573,OH,4F,R6,01
1574,OH,4F,R6,02
1575,OH,4F,R6,03
1576,OH,4F,R6,04
1577,OH,4F,R7,01
1578,OH,4F,R7,02
1579,OH,4F,R7,03
1580,OH,4F,R7,04
1581,OH,4F,R7,05
1582,OH,4F,R8,01
1583,OH,4F,R8,02
1584,OH,4F,R8,03
1585,OH,4F,R8,04
1586,OH,4F,R8,05
1587,OH,4F,01,03
1588,OH,4F,01,04
1589,OH,4F,01,05
1590,OH,4F,01,06
1591,OH,4F,01,07
1592,OH,4F,01,08
1593,OH,4F,01,09
1594,OH,4F,01,10
1595,OH,4F,01,11
1596,OH,4F,01,12
1597,OH,4F,01,13
1598,OH,4F,01,14
1599,OH,4F,01,15
1600,OH,4F,01,16
1601,OH,4F,01,17
1602,OH,4F,01,18
1603,OH,4F,01,19
1604,OH,4F,01,20
1605,OH,4F,01,21
1606,OH,4F,01,22
1607,OH,4F,01,23
1608,OH,4F,01,24
1609,OH,4F,01,25
1610,OH,4F,01,26
1611,OH,4F,01,27
1612,OH,4F,01,28
1613,OH,4F,01,29
1614,OH,4F,01,30
1615,OH,4F,01,31
1616,OH,4F,01,32
1617,OH,4F,01,33
1618,OH,4F,01,34
1619,OH,4F,01,35
1620,OH,4F,01,36
1621,OH,4F,01,37
1622,OH,4F,01,38
1623,OH,4F,01,39
1624,OH,4F,01,40
1625,OH,4F,01,41
1626,OH,4F,01,42
1627,OH,4F,01,43
1628,OH,4F,01,44
1629,OH,4F,01,45
1630,OH,4F,01,46
1631,OH,4F,01,47
1632,OH,4F,01,48
1633,OH,4F,01,49
1634,OH,4F,01,50
1635,OH,4F,01,51
1636,OH,4F,01,52
1637,OH,4F,01,53
1638,OH,4F,01,54
1639,OH,4F,01,55
1640,OH,4F,01,56
1641,OH,4F,01,57
1642,OH,4F,02,03
1643,OH,4F,02,04
1644,OH,4F,02,05
1645,OH,4F,02,06
1646,OH,4F,02,07
1647,OH,4F,02,08
1648,OH,4F,02,09
1649,OH,4F,02,10
1650,OH,4F,02,11
1651,OH,4F,02,12
1652,OH,4F,02,13
1653,OH,4F,02,14
1654,OH,4F,02,15
1655,OH,4F,02,16
1656,OH,4F,02,17
1657,OH,4F,02,18
1658,OH,4F,02,19
1659,OH,4F,02,20
1660,OH,4F,02,21
1661,OH,4F,02,22
1662,OH,4F,02,23
1663,OH,4F,02,24
1664,OH,4F,02,25
1665,OH,4F,02,26
1666,OH,4F,02,27
1667,OH,4F,02,28
1668,OH,4F,02,29
1669,OH,4F,02,30
1670,OH,4F,02,31
1671,OH,4F,02,32
1672,OH,4F,02,33
1673,OH,4F,02,34
1674,OH,4F,02,35
1675,OH,4F,02,36
1676,OH,4F,02,37
1677,OH,4F,02,38
1678,OH,4F,02,39
1679,OH,4F,02,40
1680,OH,4F,02,41
1681,OH,4F,02,42
1682,OH,4F,02,43
1683,OH,4F,02,44
1684,OH,4F,02,45
1685,OH,4F,02,46
1686,OH,4F,02,47
1687,OH,4F,02,48
1688,OH,4F,02,49
1689,OH,4F,02,50
1690,OH,4F,02,51
1691,OH,4F,02,52
1692,OH,4F,02,53
1693,OH,4F,02,54
1694,OH,4F,02,55
1695,OH,4F,02,56
1696,OH,4F,02,57
1697,OH,4F,02,58
1698,OH,4F,03,02
1699,OH,4F,03,03
1700,OH,4F,03,04
1701,OH,4F,03,05
1702,OH,4F,03,06
1703,OH,4F,03,07
1704,OH,4F,03,08
1705,OH,4F,03,09
1706,OH,4F,03,10
1707,OH,4F,03,11
1708,OH,4F,03,12
1709,OH,4F,03,13
1710,OH,4F,03,14
1711,OH,4F,03,15
1712,OH,4F,03,16
1713,OH,4F,03,17
1714,OH,4F,03,18
1715,OH,4F,03,19
1716,OH,4F,03,20
1717,OH,4F,03,21
1718,OH,4F,03,22
1719,OH,4F,03,23
1720,OH,4F,03,24
1721,OH,4F,03,25
1722,OH,4F,03,26
1723,OH,4F,03,27
1724,OH,4F,03,28
1725,OH,4F,03,29
1726,OH,4F,03,30
1727,OH,4F,03,31
1728,OH,4F,03,32
1729,OH,4F,03,33
1730,OH,4F,03,34
1731,OH,4F,03,35
1732,OH,4F,03,36
1733,OH,4F,03,37
1734,OH,4F,03,38
1735,OH,4F,03,39
1736,OH,4F,03,40
1737,OH,4F,03,41
1738,OH,4F,03,42
1739,OH,4F,03,43
1740,OH,4F,03,44
1741,OH,4F,03,45
1742,OH,4F,03,46
1743,OH,4F,03,47
1744,OH,4F,03,48
1745,OH,4F,03,49
1746,OH,4F,03,50
1747,OH,4F,03,51
1748,OH,4F,03,52
1749,OH,4F,03,53
1750,OH,4F,03,54
1751,OH,4F,03,55
1752,OH,4F,03,56
1753,OH,4F,03,57
1754,OH,4F,03,58
1755,OH,4F,04,01
1756,OH,4F,04,02
1757,OH,4F,04,03
1758,OH,4F,04,04
1759,OH,4F,04,05
1760,OH,4F,04,06
1761,OH,4F,04,07
1762,OH,4F,04,08
1763,OH,4F,04,09
1764,OH,4F,04,10
1765,OH,4F,04,11
1766,OH,4F,04,12
1767,OH,4F,04,13
1768,OH,4F,04,14
1769,OH,4F,04,15
1770,OH,4F,04,16
1771,OH,4F,04,17
1772,OH,4F,04,18
1773,OH,4F,04,19
1774,OH,4F,04,20
1775,OH,4F,04,21
1776,OH,4F,04,22
1777,OH,4F,04,23
1778,OH,4F,04,24
1779,OH,4F,04,25
1780,OH,4F,04,26
1781,OH,4F,04,27
1782,OH,4F,04,28
1783,OH,4F,04,29
1784,OH,4F,04,30
1785,OH,4F,04,31
1786,OH,4F,04,32
1787,OH,4F,04,33
1788,OH,4F,04,34
1789,OH,4F,04,35
1790,OH,4F,04,36
1791,OH,4F,04,37
1792,OH,4F,04,38
1793,OH,4F,04,39
1794,OH,4F,04,40
1795,OH,4F,04,41
1796,OH,4F,04,42
1797,OH,4F,04,43
1798,OH,4F,04,44
1799,OH,4F,04,45
1800,OH,4F,04,46
1801,OH,4F,04,47
1802,OH,4F,04,48
1803,OH,4F,04,49
1804,OH,4F,04,50
1805,OH,4F,04,51
1806,OH,4F,04,52
1807,OH,4F,04,53
1808,OH,4F,04,54
1809,OH,4F,04,55
1810,OH,4F,04,56
1811,OH,4F,04,57
1812,OH,4F,04,58
1813,PH,1F,01,33
1814,PH,1F,01,34
1815,PH,1F,01,35
1816,PH,1F,01,36
1817,PH,1F,01,37
1818,PH,1F,01,38
1819,PH,1F,01,39
1820,PH,1F,01,40
1821,PH,1F,01,41
1822,PH,1F,01,42
1823,PH,1F,01,43
1824,PH,1F,01,44
1825,PH,1F,01,45
1826,PH,1F,01,46
1827,PH,1F,02,29
1828,PH,1F,02,30
1829,PH,1F,02,31
1830,PH,1F,02,32
1831,PH,1F,02,33
1832,PH,1F,02,34
1833,PH,1F,02,35
1834,PH,1F,02,36
1835,PH,1F,02,37
1836,PH,1F,02,38
1837,PH,1F,02,39
1838,PH,1F,02,40
1839,PH,1F,02,41
1840,PH,1F,02,42
1841,PH,1F,02,43
1842,PH,1F,02,44
1843,PH,1F,02,45
1844,PH,1F,02,46
1845,PH,1F,02,47
1846,PH,1F,02,48
1847,PH,1F,02,49
1848,PH,1F,02,50
1849,PH,1F,03,28
1850,PH,1F,03,29
1851,PH,1F,03,30
1852,PH,1F,03,31
1853,PH,1F,03,32
1854,PH,1F,03,33
1855,PH,1F,03,34
1856,PH,1F,03,35
1857,PH,1F,03,36
1858,PH,1F,03,37
1859,PH,1F,03,38
1860,PH,1F,03,39
1861,PH,1F,03,40
1862,PH,1F,03,41
1863,PH,1F,03,42
1864,PH,1F,03,43
1865,PH,1F,03,44
1866,PH,1F,03,45
1867,PH,1F,03,46
1868,PH,1F,03,47
1869,PH,1F,03,48
1870,PH,1F,03,49
1871,PH,1F,03,50
1872,PH,1F,03,51
1873,PH,1F,04,27
1874,PH,1F,04,28
1875,PH,1F,04,29
1876,PH,1F,04,30
1877,PH,1F,04,31
1878,PH,1F,04,32
1879,PH,1F,04,33
1880,PH,1F,04,34
1881,PH,1F,04,35
1882,PH,1F,04,36
1883,PH,1F,04,37
1884,PH,1F,04,38
1885,PH,1F,04,39
1886,PH,1F,04,40
1887,PH,1F,04,41
1888,PH,1F,04,42
1889,PH,1F,04,43
1890,PH,1F,04,44
1891,PH,1F,04,45
1892,PH,1F,04,46
1893,PH,1F,04,47
1894,PH,1F,04,48
1895,PH,1F,04,49
1896,PH,1F,04,50
1897,PH,1F,04,51
1898,PH,1F,04,52
1899,PH,1F,05,26
1900,PH,1F,05,27
1901,PH,1F,05,28
1902,PH,1F,05,29
1903,PH,1F,05,30
1904,PH,1F,05,31
1905,PH,1F,05,32
1906,PH,1F,05,33
1907,PH,1F,05,34
1908,PH,1F,05,35
1909,PH,1F,05,36
1910,PH,1F,05,37
1911,PH,1F,05,38
1912,PH,1F,05,39
1913,PH,1F,05,40
1914,PH,1F,05,41
1915,PH,1F,05,42
1916,PH,1F,05,43
1917,PH,1F,05,44
1918,PH,1F,05,45
1919,PH,1F,05,46
1920,PH,1F,05,47
1921,PH,1F,05,48
1922,PH,1F,05,49
1923,PH,1F,05,50
1924,PH,1F,05,51
1925,PH,1F,05,52
1926,PH,1F,05,53
1927,PH,1F,06,25
1928,PH,1F,06,26
1929,PH,1F,06,27
1930,PH,1F,06,28
1931,PH,1F,06,29
1932,PH,1F,06,30
1933,PH,1F,06,31
1934,PH,1F,06,32
1935,PH,1F,06,33
1936,PH,1F,06,34
1937,PH,1F,06,35
1938,PH,1F,06,36
1939,PH,1F,06,37
1940,PH,1F,06,38
1941,PH,1F,06,39
1942,PH,1F,06,40
1943,PH,1F,06,41
1944,PH,1F,06,42
1945,PH,1F,06,43
1946,PH,1F,06,44
1947,PH,1F,06,45
1948,PH,1F,06,46
1949,PH,1F,06,47
1950,PH,1F,06,48
1951,PH,1F,06,49
1952,PH,1F,06,50
1953,PH,1F,06,51
1954,PH,1F,06,52
1955,PH,1F,06,53
1956,PH,1F,06,54
1957,PH,1F,07,24
1958,PH,1F,07,25
1959,PH,1F,07,26
1960,PH,1F,07,27
1961,PH,1F,07,28
1962,PH,1F,07,29
1963,PH,1F,07,30
1964,PH,1F,07,31
1965,PH,1F,07,32
1966,PH,1F,07,33
1967,PH,1F,07,34
1968,PH,1F,07,35
1969,PH,1F,07,36
1970,PH,1F,07,37
1971,PH,1F,07,38
1972,PH,1F,07,39
1973,PH,1F,07,40
1974,PH,1F,07,41
1975,PH,1F,07,42
1976,PH,1F,07,43
1977,PH,1F,07,44
1978,PH,1F,07,45
1979,PH,1F,07,46
1980,PH,1F,07,47
1981,PH,1F,07,48
1982,PH,1F,07,49
1983,PH,1F,07,50
1984,PH,1F,07,51
1985,PH,1F,07,52
1986,PH,1F,07,53
1987,PH,1F,07,54
1988,PH,1F,07,55
1989,PH,1F,08,23
1990,PH,1F,08,24
1991,PH,1F,08,25
1992,PH,1F,08,26
1993,PH,1F,08,27
1994,PH,1F,08,28
1995,PH,1F,08,29
1996,PH,1F,08,30
1997,PH,1F,08,31
1998,PH,1F,08,32
1999,PH,1F,08,33
2000,PH,1F,08,34
2001,PH,1F,08,35
2002,PH,1F,08,36
2003,PH,1F,08,37
2004,PH,1F,08,38
2005,PH,1F,08,39
2006,PH,1F,08,40
2007,PH,1F,08,41
2008,PH,1F,08,42
2009,PH,1F,08,43
2010,PH,1F,08,44
2011,PH,1F,08,45
2012,PH,1F,08,46
2013,PH,1F,08,47
2014,PH,1F,08,48
2015,PH,1F,08,49
2016,PH,1F,08,50
2017,PH,1F,08,51
2018,PH,1F,08,52
2019,PH,1F,08,53
2020,PH,1F,08,54
2021,PH,1F,08,55
2022,PH,1F,08,56
2023,PH,1F,09,24
2024,PH,1F,09,25
2025,PH,1F,09,26
2026,PH,1F,09,27
2027,PH,1F,09,28
2028,PH,1F,09,29
2029,PH,1F,09,30
2030,PH,1F,09,31
2031,PH,1F,09,32
2032,PH,1F,09,33
2033,PH,1F,09,34
2034,PH,1F,09,35
2035,PH,1F,09,36
2036,PH,1F,09,37
2037,PH,1F,09,38
2038,PH,1F,09,39
2039,PH,1F,09,40
2040,PH,1F,09,41
2041,PH,1F,09,42
2042,PH,1F,09,43
2043,PH,1F,09,44
2044,PH,1F,09,45
2045,PH,1F,09,46
2046,PH,1F,09,47
2047,PH,1F,09,48
2048,PH,1F,09,49
2049,PH,1F,09,50
2050,PH,1F,09,51
2051,PH,1F,09,52
2052,PH,1F,09,53
2053,PH,1F,09,54
2054,PH,1F,09,55
2055,PH,1F,10,19
2056,PH,1F,10,20
2057,PH,1F,10,21
2058,PH,1F,10,22
2059,PH,1F,10,23
2060,PH,1F,10,24
2061,PH,1F,10,25
2062,PH,1F,10,26
2063,PH,1F,10,27
2064,PH,1F,10,28
2065,PH,1F,10,29
2066,PH,1F,10,30
2067,PH,1F,10,31
2068,PH,1F,10,32
2069,PH,1F,10,33
2070,PH,1F,10,34
2071,PH,1F,10,35
2072,PH,1F,10,36
2073,PH,1F,10,37
2074,PH,1F,10,38
2075,PH,1F,10,39
2076,PH,1F,10,40
2077,PH,1F,10,41
2078,PH,1F,10,42
2079,PH,1F,10,43
2080,PH,1F,10,44
2081,PH,1F,10,45
2082,PH,1F,10,46
2083,PH,1F,10,47
2084,PH,1F,10,48
2085,PH,1F,10,49
2086,PH,1F,10,50
2087,PH,1F,10,51
2088,PH,1F,10,52
2089,PH,1F,10,53
2090,PH,1F,10,54
2091,PH,1F,10,55
2092,PH,1F,10,56
2093,PH,1F,10,57
2094,PH,1F,10,58
2095,PH,1F,10,59
2096,PH,1F,10,60
2097,PH,1F,10,61
2098,PH,1F,10,62
2099,PH,1F,10,63
2100,PH,1F,10,64
2101,PH,1F,11,18
2102,PH,1F,11,19
2103,PH,1F,11,20
2104,PH,1F,11,21
2105,PH,1F,11,22
2106,PH,1F,11,23
2107,PH,1F,11,24
2108,PH,1F,11,25
2109,PH,1F,11,26
2110,PH,1F,11,27
2111,PH,1F,11,28
2112,PH,1F,11,29
2113,PH,1F,11,30
2114,PH,1F,11,31
2115,PH,1F,11,32
2116,PH,1F,11,33
2117,PH,1F,11,34
2118,PH,1F,11,35
2119,PH,1F,11,36
2120,PH,1F,11,37
2121,PH,1F,11,38
2122,PH,1F,11,39
2123,PH,1F,11,40
2124,PH,1F,11,41
2125,PH,1F,11,42
2126,PH,1F,11,43
2127,PH,1F,11,44
2128,PH,1F,11,45
2129,PH,1F,11,46
2130,PH,1F,11,47
2131,PH,1F,11,48
2132,PH,1F,11,49
2133,PH,1F,11,50
2134,PH,1F,11,51
2135,PH,1F,11,52
2136,PH,1F,11,53
2137,PH,1F,11,54
2138,PH,1F,11,55
2139,PH,1F,11,56
2140,PH,1F,11,57
2141,PH,1F,11,58
2142,PH,1F,11,59
2143,PH,1F,11,60
2144,PH,1F,11,61
2145,PH,1F,11,62
2146,PH,1F,11,63
2147,PH,1F,11,64
2148,PH,1F,11,65
2149,PH,1F,11,66
2150,PH,1F,12,18
2151,PH,1F,12,19
2152,PH,1F,12,20
2153,PH,1F,12,21
2154,PH,1F,12,22
2155,PH,1F,12,23
2156,PH,1F,12,24
2157,PH,1F,12,25
2158,PH,1F,12,26
2159,PH,1F,12,27
2160,PH,1F,12,28
2161,PH,1F,12,29
2162,PH,1F,12,30
2163,PH,1F,12,31
2164,PH,1F,12,32
2165,PH,1F,12,33
2166,PH,1F,12,34
2167,PH,1F,12,35
2168,PH,1F,12,36
2169,PH,1F,12,37
2170,PH,1F,12,38
2171,PH,1F,12,39
2172,PH,1F,12,40
2173,PH,1F,12,41
2174,PH,1F,12,42
2175,PH,1F,12,43
2176,PH,1F,12,44
2177,PH,1F,12,45
2178,PH,1F,12,46
2179,PH,1F,12,47
2180,PH,1F,12,48
2181,PH,1F,12,49
2182,PH,1F,12,50
2183,PH,1F,12,51
2184,PH,1F,12,52
2185,PH,1F,12,53
2186,PH,1F,12,54
2187,PH,1F,12,55
2188,PH,1F,12,56
2189,PH,1F,12,57
2190,PH,1F,12,58
2191,PH,1F,12,59
2192,PH,1F,12,60
2193,PH,1F,12,61
2194,PH,1F,12,62
2195,PH,1F,12,63
2196,PH,1F,12,64
2197,PH,1F,12,65
2198,PH,1F,12,66
2199,PH,1F,13,17
2200,PH,1F,13,18
2201,PH,1F,13,19
2202,PH,1F,13,20
